,putCall,symbol,description,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,percentChange,markChange,markPercentChange,intrinsicValue,extrinsicValue,optionRoot,exerciseType,high52Week,low52Week,pennyPilot,inTheMoney,mini,nonStandard
61,CALL,SPY   260129C00699000,SPY 01/29/2026 699.00 C,OPR,1.29,1.3,1.29,1.3,81,175,81X175,1,1.73,0.92,0.0,0.86,4871,1769548487892,1769548500040,0.44,13.527,0.301,0.051,-0.676,0.176,0.011,1678,1.29,1.295,29.0,699.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,51.46,0.44,51.46,-3.51,4.8,SPY,A,3.18,0.32,True,False,False,False
62,CALL,SPY   260129C00700000,SPY 01/29/2026 700.00 C,OPR,0.93,0.94,0.93,0.94,111,230,111X230,1,1.32,0.65,0.0,0.61,9222,1769548494241,1769548500039,0.33,12.979,0.243,0.048,-0.558,0.158,0.009,3072,0.93,0.935,29.0,700.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,54.55,0.33,54.55,-4.51,5.44,SPY,A,4.08,0.22,True,False,False,False
63,CALL,SPY   260129C00701000,SPY 01/29/2026 701.00 C,OPR,0.63,0.64,0.64,0.64,196,110,196X110,5,0.96,0.44,0.0,0.41,4837,1769548494432,1769548500044,0.23,12.38,0.187,0.043,-0.43,0.136,0.007,1322,0.64,0.635,29.0,701.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,56.79,0.23,56.79,-5.51,6.15,SPY,A,2.34,0.2,True,False,False,False
64,CALL,SPY   260129C00702000,SPY 01/29/2026 702.00 C,OPR,0.4,0.41,0.41,0.41,215,152,215X152,1,0.68,0.29,0.0,0.25,3483,1769548499181,1769548498464,0.16,11.795,0.135,0.037,-0.306,0.11,0.005,1691,0.41,0.405,29.0,702.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,65.31,0.16,65.31,-6.51,6.92,SPY,A,2.4,0.14,True,False,False,False
65,PUT,SPY   260129P00690000,SPY 01/29/2026 690.00 P,OPR,1.38,1.39,1.38,1.38,44,160,44X160,76,2.02,1.2,0.0,2.34,7139,1769548493588,1769548498221,-0.96,17.103,-0.263,0.038,-0.804,0.165,-0.01,3177,1.38,1.385,29.0,690.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-41.11,-0.95,-40.69,-5.49,6.87,SPY,A,14.4,1.2,True,False,False,False
66,PUT,SPY   260129P00691000,SPY 01/29/2026 691.00 P,OPR,1.58,1.6,1.59,1.59,187,186,187X186,1,2.28,1.39,0.0,2.64,2219,1769548413413,1769548499730,-1.05,16.637,-0.298,0.041,-0.853,0.175,-0.011,1442,1.59,1.59,29.0,691.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-39.77,-1.05,-39.77,-4.49,6.08,SPY,A,15.03,1.39,True,False,False,False
67,PUT,SPY   260129P00692000,SPY 01/29/2026 692.00 P,OPR,1.82,1.84,1.83,1.83,182,153,182X153,13,2.62,1.58,0.0,2.98,5144,1769548485041,1769548498431,-1.15,16.185,-0.336,0.045,-0.896,0.184,-0.012,1154,1.83,1.83,29.0,692.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-38.59,-1.15,-38.59,-3.49,5.32,SPY,A,16.05,1.58,True,False,False,False
68,PUT,SPY   260129P00693000,SPY 01/29/2026 693.00 P,OPR,2.1,2.11,2.1,2.11,100,67,100X67,1,2.98,1.82,0.0,3.37,7153,1769548471384,1769548500049,-1.27,15.725,-0.379,0.048,-0.927,0.192,-0.014,1448,2.1,2.105,29.0,693.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-37.74,-1.26,-37.44,-2.49,4.59,SPY,A,16.62,1.82,True,False,False,False
69,PUT,SPY   260129P00694000,SPY 01/29/2026 694.00 P,OPR,2.42,2.43,2.42,2.42,79,66,79X66,44,3.38,2.09,0.0,3.76,9013,1769548476634,1769548500041,-1.34,15.282,-0.426,0.051,-0.943,0.198,-0.016,519,2.42,2.425,29.0,694.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-35.6,-1.34,-35.57,-1.49,3.91,SPY,A,17.41,2.09,True,False,False,False
70,PUT,SPY   260129P00695000,SPY 01/29/2026 695.00 P,OPR,2.78,2.8,2.79,2.79,176,146,176X146,1,3.84,2.4,0.0,4.25,17179,1769548492440,1769548498611,-1.46,14.827,-0.477,0.053,-0.94,0.201,-0.018,752,2.79,2.79,29.0,695.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-34.35,-1.46,-34.35,-0.49,3.28,SPY,A,17.14,2.4,True,False,False,False
71,PUT,SPY   260129P00696000,SPY 01/29/2026 696.00 P,OPR,3.2,3.21,3.19,3.21,27,65,27X65,1,4.17,2.75,0.0,4.79,10963,1769548463120,1769548500040,-1.6,15.024,-0.53,0.052,-0.954,0.201,-0.02,247,2.68,3.337,29.0,696.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-33.43,-1.58,-33.04,0.51,2.68,SPY,A,18.47,2.75,True,True,False,False
72,PUT,SPY   260129P00697000,SPY 01/29/2026 697.00 P,OPR,3.61,3.76,3.65,3.68,52,56,52X56,1,4.76,3.16,0.0,5.38,3972,1769548492810,1769548498221,-1.73,14.543,-0.585,0.053,-0.902,0.197,-0.022,247,2.14,3.802,29.0,697.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-32.14,-1.7,-31.53,1.51,2.14,SPY,A,15.53,3.16,True,True,False,False
73,PUT,SPY   260129P00698000,SPY 01/29/2026 698.00 P,OPR,4.13,4.28,4.2,4.21,50,66,50X66,5,5.41,3.61,0.0,6.03,1303,1769547989664,1769548499607,-1.83,14.044,-0.641,0.053,-0.826,0.188,-0.024,45,1.69,4.324,29.0,698.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-30.33,-1.83,-30.3,2.51,1.69,SPY,A,18.8,3.61,True,True,False,False
74,PUT,SPY   260129P00699000,SPY 01/29/2026 699.00 P,OPR,4.71,4.86,4.85,4.79,50,66,50X66,5,5.72,4.15,0.0,6.75,375,1769548295524,1769548498897,-1.9,13.527,-0.699,0.051,-0.727,0.176,-0.026,20,1.34,4.904,29.0,699.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-28.15,-1.96,-29.11,3.51,1.34,SPY,A,16.78,4.15,True,True,False,False
75,PUT,SPY   260129P00700000,SPY 01/29/2026 700.00 P,OPR,5.33,5.54,5.41,5.44,70,72,70X72,4,6.7,4.72,0.0,7.53,2841,1769548460375,1769548497426,-2.12,12.979,-0.757,0.048,-0.61,0.158,-0.028,51,0.9,5.544,29.0,700.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-28.14,-2.1,-27.86,4.51,0.9,SPY,A,21.05,4.72,True,True,False,False
76,PUT,SPY   260129P00701000,SPY 01/29/2026 701.00 P,OPR,6.0,6.28,6.07,6.14,68,70,68X70,1,7.37,5.35,0.0,8.38,118,1769547713293,1769548495933,-2.31,12.38,-0.813,0.043,-0.481,0.136,-0.03,5,0.56,6.244,29.0,701.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-27.56,-2.24,-26.73,5.51,0.56,SPY,A,15.41,5.35,True,True,False,False
77,PUT,SPY   260129P00702000,SPY 01/29/2026 702.00 P,OPR,6.62,7.08,6.64,6.85,67,67,67X67,50,7.15,6.19,0.0,9.29,271,1769547478057,1769548495199,-2.65,11.795,-0.865,0.037,-0.357,0.11,-0.032,20,0.13,7.014,29.0,702.0,2026-01-29,2,W,1769734800000,100.0,P,100 SPY,-28.53,-2.44,-26.25,6.51,0.13,SPY,A,14.41,6.19,True,True,False,False
78,CALL,SPY   260130C00690000,SPY 01/30/2026 690.00 C,OPR,7.57,7.69,7.64,7.63,52,52,52X52,1,8.5,6.51,0.0,6.24,2665,1769548309387,1769548496078,1.4,16.41,0.709,0.034,-0.65,0.213,0.039,13745,2.15,7.408,29.0,690.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,22.43,1.39,22.23,5.49,2.15,SPY,A,24.55,2.27,True,True,False,False
79,CALL,SPY   260130C00691000,SPY 01/30/2026 691.00 C,OPR,6.8,6.92,6.91,6.86,45,50,45X50,1,7.73,5.88,0.0,5.55,483,1769547960121,1769548495882,1.36,16.016,0.679,0.036,-0.669,0.223,0.037,3719,2.42,6.633,29.0,691.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,24.52,1.31,23.66,4.49,2.42,SPY,A,23.3,1.98,True,True,False,False
80,CALL,SPY   260130C00692000,SPY 01/30/2026 692.00 C,OPR,6.05,6.17,6.06,6.11,56,52,56X52,2,6.9,5.1,0.0,4.89,1147,1769548315759,1769548498788,1.17,15.63,0.645,0.038,-0.684,0.232,0.035,5010,2.57,5.889,29.0,692.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,23.92,1.22,24.91,3.49,2.57,SPY,A,23.28,1.7,True,True,False,False
81,CALL,SPY   260130C00693000,SPY 01/30/2026 693.00 C,OPR,5.34,5.45,5.41,5.4,52,52,52X52,1,6.18,4.48,0.0,4.26,1861,1769548459571,1769548496970,1.15,15.232,0.608,0.041,-0.692,0.239,0.033,8118,2.92,5.174,29.0,693.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,27.0,1.14,26.66,2.49,2.92,SPY,A,21.48,1.46,True,True,False,False
82,CALL,SPY   260130C00694000,SPY 01/30/2026 694.00 C,OPR,4.67,4.74,4.75,4.71,89,91,89X91,1,5.42,3.85,0.0,3.68,6558,1769548414533,1769548496996,1.08,14.872,0.569,0.043,-0.694,0.244,0.031,11467,3.26,4.503,29.0,694.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,29.39,1.03,28.03,1.49,3.26,SPY,A,22.06,1.21,True,True,False,False
83,CALL,SPY   260130C00695000,SPY 01/30/2026 695.00 C,OPR,4.05,4.07,4.06,4.06,98,143,98X143,1,4.78,3.29,0.0,3.13,16814,1769548484110,1769548499627,0.93,14.477,0.526,0.044,-0.685,0.248,0.029,10125,3.57,3.864,29.0,695.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,29.71,0.93,29.71,0.49,3.57,SPY,A,21.28,1.01,True,True,False,False
84,CALL,SPY   260130C00696000,SPY 01/30/2026 696.00 C,OPR,3.45,3.46,3.46,3.46,31,45,31X45,9,4.12,2.77,0.0,2.62,15376,1769548488029,1769548500512,0.84,14.843,0.483,0.043,-0.703,0.248,0.027,4743,3.46,3.455,29.0,696.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,32.06,0.84,31.87,-0.51,3.97,SPY,A,20.57,0.87,True,False,False,False
85,CALL,SPY   260130C00697000,SPY 01/30/2026 697.00 C,OPR,2.89,2.9,2.89,2.9,34,50,34X50,1,3.51,2.29,0.0,2.16,10456,1769548496031,1769548500515,0.73,14.415,0.438,0.044,-0.672,0.245,0.024,6460,2.89,2.894,29.0,697.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,33.8,0.73,34.03,-1.51,4.4,SPY,A,19.18,0.69,True,False,False,False
86,CALL,SPY   260130C00698000,SPY 01/30/2026 698.00 C,OPR,2.37,2.39,2.38,2.38,191,153,191X153,1,2.94,1.92,0.0,1.75,6052,1769548491553,1769548499992,0.63,13.981,0.391,0.044,-0.631,0.239,0.022,9111,2.38,2.38,29.0,698.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,36.1,0.63,36.39,-2.51,4.89,SPY,A,19.39,0.57,True,False,False,False
87,CALL,SPY   260130C00699000,SPY 01/30/2026 699.00 C,OPR,1.91,1.92,1.92,1.92,64,99,64X99,6,2.43,1.5,0.0,1.39,6461,1769548497453,1769548500049,0.53,13.542,0.343,0.044,-0.579,0.229,0.019,16105,1.92,1.915,29.0,699.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,38.27,0.53,38.27,-3.51,5.43,SPY,A,18.36,0.45,True,False,False,False
88,CALL,SPY   260130C00700000,SPY 01/30/2026 700.00 C,OPR,1.49,1.51,1.49,1.5,221,179,221X179,6,1.96,1.13,0.0,1.07,13746,1769548497453,1769548499627,0.43,13.089,0.294,0.042,-0.516,0.214,0.016,18368,1.49,1.5,29.0,700.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,40.38,0.44,40.85,-4.51,6.0,SPY,A,18.6,0.36,True,False,False,False
89,CALL,SPY   260130C00701000,SPY 01/30/2026 701.00 C,OPR,1.13,1.14,1.14,1.13,227,59,227X59,10,1.53,0.88,0.0,0.8,4545,1769548477415,1769548500044,0.34,12.607,0.245,0.04,-0.444,0.196,0.014,5370,1.14,1.135,29.0,701.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,42.77,0.34,42.77,-5.51,6.65,SPY,A,17.8,0.29,True,False,False,False
90,CALL,SPY   260130C00702000,SPY 01/30/2026 702.00 C,OPR,0.82,0.84,0.83,0.83,243,202,243X202,1,1.17,0.64,0.0,0.57,5550,1769548480263,1769548499374,0.26,12.139,0.198,0.037,-0.368,0.173,0.011,5333,0.83,0.83,29.0,702.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,45.22,0.26,44.35,-6.51,7.34,SPY,A,16.77,0.23,True,False,False,False
91,PUT,SPY   260130P00690000,SPY 01/30/2026 690.00 P,OPR,1.87,1.88,1.88,1.88,97,97,97X97,1,2.57,1.64,0.0,2.87,19056,1769548495192,1769548500046,-0.99,16.41,-0.291,0.034,-0.635,0.213,-0.016,19296,1.88,1.875,29.0,690.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-34.49,-1.0,-34.67,-5.49,7.37,SPY,A,55.82,1.64,True,False,False,False
92,PUT,SPY   260130P00691000,SPY 01/30/2026 691.00 P,OPR,2.09,2.11,2.11,2.1,199,155,199X155,2,2.85,1.85,0.0,3.18,3695,1769548481976,1769548498438,-1.07,16.016,-0.321,0.036,-0.655,0.223,-0.018,5037,2.11,2.1,29.0,691.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-33.65,-1.08,-33.96,-4.49,6.6,SPY,A,38.01,1.85,True,False,False,False
93,PUT,SPY   260130P00692000,SPY 01/30/2026 692.00 P,OPR,2.35,2.36,2.35,2.36,93,15,93X15,1,3.17,2.07,0.0,3.53,8234,1769548499173,1769548500049,-1.18,15.63,-0.355,0.038,-0.669,0.232,-0.02,7106,2.35,2.355,29.0,692.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-33.43,-1.17,-33.29,-3.49,5.84,SPY,A,25.02,2.07,True,False,False,False
94,PUT,SPY   260130P00693000,SPY 01/30/2026 693.00 P,OPR,2.63,2.65,2.64,2.64,185,67,185X67,3,3.53,2.31,0.0,3.91,18234,1769548477174,1769548500042,-1.26,15.232,-0.392,0.041,-0.677,0.239,-0.022,6469,2.64,2.64,29.0,693.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-32.27,-1.27,-32.39,-2.49,5.13,SPY,A,39.01,2.31,True,False,False,False
95,PUT,SPY   260130P00694000,SPY 01/30/2026 694.00 P,OPR,2.96,2.98,2.97,2.97,66,147,66X147,2,3.94,2.59,0.0,4.33,17620,1769548492350,1769548500049,-1.36,14.872,-0.432,0.043,-0.679,0.244,-0.024,5254,2.97,2.97,29.0,694.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-31.41,-1.36,-31.4,-1.49,4.46,SPY,A,39.86,2.59,True,False,False,False
96,PUT,SPY   260130P00695000,SPY 01/30/2026 695.00 P,OPR,3.32,3.34,3.33,3.33,65,146,65X146,1,4.38,2.92,0.0,4.8,24640,1769548492405,1769548500049,-1.46,14.477,-0.474,0.044,-0.671,0.248,-0.026,4087,3.33,3.33,29.0,695.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-30.45,-1.46,-30.55,-0.49,3.82,SPY,A,57.88,2.92,True,False,False,False
97,PUT,SPY   260130P00696000,SPY 01/30/2026 696.00 P,OPR,3.72,3.74,3.74,3.73,173,65,173X65,1,4.73,3.27,0.0,5.3,11219,1769548484275,1769548499730,-1.56,14.843,-0.518,0.043,-0.688,0.248,-0.028,858,3.23,3.922,29.0,696.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-29.44,-1.57,-29.6,0.51,3.23,SPY,A,26.7,3.27,True,True,False,False
98,PUT,SPY   260130P00697000,SPY 01/30/2026 697.00 P,OPR,4.11,4.2,4.15,4.16,52,1,52X1,1,5.24,3.67,0.0,5.85,5463,1769548453803,1769548499025,-1.7,14.415,-0.563,0.044,-0.657,0.245,-0.03,2141,2.64,4.361,29.0,697.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-29.04,-1.7,-29.03,1.51,2.64,SPY,A,29.55,3.67,True,True,False,False
99,PUT,SPY   260130P00698000,SPY 01/30/2026 698.00 P,OPR,4.6,4.73,4.64,4.67,50,52,50X52,1,5.91,4.11,0.0,6.46,1370,1769548478281,1769548495223,-1.82,13.981,-0.609,0.044,-0.616,0.239,-0.033,520,2.13,4.847,29.0,698.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-28.18,-1.79,-27.78,2.51,2.13,SPY,A,32.04,4.11,True,True,False,False
100,PUT,SPY   260130P00699000,SPY 01/30/2026 699.00 P,OPR,5.15,5.3,5.16,5.23,50,68,50X68,2,6.45,4.59,0.0,7.12,606,1769547901743,1769548498526,-1.96,13.542,-0.657,0.044,-0.564,0.229,-0.035,193,1.65,5.383,29.0,699.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-27.51,-1.9,-26.66,3.51,1.65,SPY,A,44.06,4.59,True,True,False,False
101,PUT,SPY   260130P00700000,SPY 01/30/2026 700.00 P,OPR,5.73,5.9,5.8,5.82,71,70,71X70,1,7.1,5.15,0.0,7.84,1290,1769548498744,1769548499145,-2.04,13.089,-0.706,0.042,-0.502,0.214,-0.037,2101,1.29,5.968,29.0,700.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-26.03,-2.02,-25.79,4.51,1.29,SPY,A,50.07,5.15,True,True,False,False
102,PUT,SPY   260130P00701000,SPY 01/30/2026 701.00 P,OPR,6.36,6.6,6.45,6.48,69,71,69X71,1,7.58,5.77,0.0,8.61,71,1769548442126,1769548495928,-2.16,12.607,-0.755,0.04,-0.43,0.196,-0.038,57,0.94,6.604,29.0,701.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-25.1,-2.13,-24.7,5.51,0.94,SPY,A,45.83,5.77,True,True,False,False
103,PUT,SPY   260130P00702000,SPY 01/30/2026 702.00 P,OPR,7.04,7.28,6.92,7.16,60,70,60X70,5,8.16,6.44,0.0,9.44,165,1769547133757,1769548495928,-2.52,12.139,-0.802,0.037,-0.354,0.173,-0.039,73,0.41,7.299,29.0,702.0,2026-01-30,3,W,1769821200000,100.0,P,100 SPY,-26.71,-2.28,-24.12,6.51,0.41,SPY,A,49.38,6.44,True,True,False,False
104,CALL,SPY   260202C00690000,SPY 02/02/2026 690.00 C,OPR,8.16,8.3,8.16,8.23,52,52,52X52,1,8.99,7.06,0.0,6.82,256,1769548296571,1769548496032,1.34,13.079,0.684,0.031,-0.352,0.315,0.07,1726,2.67,7.814,29.0,690.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,19.66,1.42,20.76,5.49,2.67,SPY,A,8.99,2.75,True,True,False,False
105,CALL,SPY   260202C00691000,SPY 02/02/2026 691.00 C,OPR,7.41,7.54,7.92,7.48,50,50,50X50,2,8.24,6.36,0.0,6.13,91,1769546460422,1769548495224,1.79,12.78,0.656,0.033,-0.358,0.326,0.068,847,3.43,7.054,29.0,691.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,29.22,1.35,22.04,4.49,3.43,SPY,A,8.24,2.41,True,True,False,False
106,CALL,SPY   260202C00692000,SPY 02/02/2026 692.00 C,OPR,6.68,6.8,6.96,6.74,52,52,52X52,1,7.29,5.84,0.0,5.47,272,1769547358826,1769548496033,1.49,12.491,0.625,0.034,-0.362,0.336,0.066,477,3.47,6.324,29.0,692.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,27.24,1.27,23.24,3.49,3.47,SPY,A,7.29,2.1,True,True,False,False
107,CALL,SPY   260202C00693000,SPY 02/02/2026 693.00 C,OPR,5.97,6.08,6.02,6.03,52,52,52X52,1,6.63,5.1,0.0,4.83,318,1769548273044,1769548496073,1.19,12.175,0.592,0.036,-0.362,0.344,0.063,706,3.53,5.613,29.0,693.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,24.63,1.19,24.69,2.49,3.53,SPY,A,6.63,1.91,True,True,False,False
108,CALL,SPY   260202C00694000,SPY 02/02/2026 694.00 C,OPR,5.32,5.37,5.37,5.35,122,95,122X95,1,6.01,4.56,0.0,4.24,1029,1769548464923,1769548498431,1.13,11.881,0.557,0.038,-0.36,0.35,0.06,1318,3.88,4.941,29.0,694.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,26.65,1.11,26.06,1.49,3.88,SPY,A,6.01,1.58,True,True,False,False
109,CALL,SPY   260202C00695000,SPY 02/02/2026 695.00 C,OPR,4.69,4.71,4.7,4.7,143,64,143X64,2,5.31,3.89,0.0,3.68,3330,1769548455361,1769548500052,1.02,11.576,0.52,0.039,-0.355,0.353,0.056,2515,4.21,4.303,29.0,695.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,27.72,1.02,27.72,0.49,4.21,SPY,A,5.31,1.29,True,True,False,False
110,CALL,SPY   260202C00696000,SPY 02/02/2026 696.00 C,OPR,4.08,4.1,4.09,4.09,177,50,177X50,26,4.69,3.45,0.0,3.16,5735,1769548484021,1769548498465,0.93,12.375,0.482,0.036,-0.38,0.353,0.052,1479,4.09,4.09,29.0,696.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,29.43,0.93,29.43,-0.51,4.6,SPY,A,4.69,1.22,True,False,False,False
111,CALL,SPY   260202C00697000,SPY 02/02/2026 697.00 C,OPR,3.51,3.52,3.57,3.51,181,1,181X1,51,4.09,2.9,0.0,2.68,3565,1769548166884,1769548499730,0.89,12.039,0.444,0.037,-0.367,0.35,0.049,848,3.57,3.513,29.0,697.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,33.21,0.83,31.16,-1.51,5.08,SPY,A,4.09,0.99,True,False,False,False
112,CALL,SPY   260202C00698000,SPY 02/02/2026 698.00 C,OPR,2.98,3.0,2.99,2.99,188,151,188X151,1,3.49,2.46,0.0,2.24,1667,1769548477588,1769548498431,0.75,11.732,0.405,0.037,-0.35,0.343,0.044,782,2.99,2.988,29.0,698.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,33.48,0.75,33.48,-2.51,5.5,SPY,A,3.49,0.78,True,False,False,False
113,CALL,SPY   260202C00699000,SPY 02/02/2026 699.00 C,OPR,2.49,2.51,2.52,2.5,198,157,198X157,1,2.98,1.98,0.0,1.84,1732,1769548487892,1769548498221,0.68,11.408,0.365,0.037,-0.329,0.333,0.04,922,2.52,2.5,29.0,699.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,36.96,0.66,35.87,-3.51,6.03,SPY,A,2.98,0.67,True,False,False,False
114,CALL,SPY   260202C00700000,SPY 02/02/2026 700.00 C,OPR,2.05,2.07,2.07,2.06,115,166,115X166,3,2.5,1.59,0.0,1.49,3308,1769548466789,1769548500040,0.58,11.096,0.324,0.037,-0.305,0.318,0.036,2226,2.07,2.06,29.0,700.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,38.93,0.57,38.26,-4.51,6.58,SPY,A,2.5,0.53,True,False,False,False
115,CALL,SPY   260202C00701000,SPY 02/02/2026 701.00 C,OPR,1.65,1.67,1.67,1.66,227,216,227X216,1,2.06,1.32,0.0,1.19,839,1769548451976,1769548499028,0.48,10.767,0.282,0.035,-0.277,0.3,0.031,948,1.67,1.66,29.0,701.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,40.51,0.47,40.08,-5.51,7.18,SPY,A,2.06,0.45,True,False,False,False
116,CALL,SPY   260202C00702000,SPY 02/02/2026 702.00 C,OPR,1.3,1.31,1.3,1.31,75,184,75X184,20,1.64,1.02,0.0,0.92,1660,1769548224331,1769548499028,0.39,10.428,0.241,0.034,-0.246,0.277,0.027,1477,1.3,1.305,29.0,702.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,42.62,0.39,42.62,-6.51,7.81,SPY,A,1.64,0.42,True,False,False,False
117,PUT,SPY   260202P00690000,SPY 02/02/2026 690.00 P,OPR,2.38,2.4,2.41,2.39,176,157,176X157,1,3.02,2.09,0.0,3.35,1868,1769548347773,1769548499026,-0.94,13.079,-0.316,0.031,-0.364,0.315,-0.036,1752,2.41,2.39,29.0,690.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-28.1,-0.96,-28.55,-5.49,7.9,SPY,A,14.81,2.09,True,False,False,False
118,PUT,SPY   260202P00691000,SPY 02/02/2026 691.00 P,OPR,2.62,2.64,2.62,2.63,153,153,153X153,4,3.26,2.3,0.0,3.66,769,1769547978101,1769548498431,-1.04,12.78,-0.344,0.033,-0.369,0.326,-0.039,426,2.62,2.63,29.0,691.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-28.42,-1.03,-28.14,-4.49,7.11,SPY,A,11.67,2.3,True,False,False,False
119,PUT,SPY   260202P00692000,SPY 02/02/2026 692.00 P,OPR,2.89,2.91,2.89,2.9,189,151,189X151,1,3.62,2.54,0.0,4.01,2470,1769548421106,1769548498222,-1.12,12.491,-0.375,0.034,-0.373,0.336,-0.043,971,2.89,2.9,29.0,692.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-27.93,-1.11,-27.68,-3.49,6.38,SPY,A,14.25,2.54,True,False,False,False
120,PUT,SPY   260202P00693000,SPY 02/02/2026 693.00 P,OPR,3.18,3.2,3.19,3.19,183,46,183X46,1,4.0,2.79,0.0,4.38,2835,1769548457725,1769548499730,-1.19,12.175,-0.408,0.036,-0.374,0.344,-0.046,1132,3.19,3.19,29.0,693.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-27.17,-1.19,-27.17,-2.49,5.68,SPY,A,13.55,2.79,True,False,False,False
121,PUT,SPY   260202P00694000,SPY 02/02/2026 694.00 P,OPR,3.51,3.53,3.5,3.52,147,91,147X91,1,4.38,3.09,0.0,4.8,6085,1769548466351,1769548500041,-1.3,11.881,-0.443,0.038,-0.372,0.35,-0.05,1275,3.5,3.518,29.0,694.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-27.1,-1.28,-26.62,-1.49,4.99,SPY,A,15.26,3.09,True,False,False,False
122,PUT,SPY   260202P00695000,SPY 02/02/2026 695.00 P,OPR,3.87,3.89,3.88,3.88,176,65,176X65,1,4.74,3.41,0.0,5.25,5474,1769548454118,1769548499730,-1.37,11.576,-0.481,0.039,-0.366,0.353,-0.055,501,3.88,3.88,29.0,695.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-26.11,-1.37,-26.06,-0.49,4.37,SPY,A,18.61,3.41,True,False,False,False
123,PUT,SPY   260202P00696000,SPY 02/02/2026 696.00 P,OPR,4.27,4.29,4.26,4.28,65,145,65X145,2,5.18,3.77,0.0,5.74,5732,1769548425077,1769548499730,-1.48,12.375,-0.518,0.036,-0.392,0.353,-0.059,275,3.75,4.668,29.0,696.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-25.79,-1.46,-25.43,0.51,3.75,SPY,A,16.8,3.77,True,True,False,False
